start_year,neighborhood,parcels,foreclosures,foreclosures_per_1k
1998,GRANVILLE STATION,249,1,4.016064257028112
1998,GRANVILLE WOODS,2,0,0
1998,GRASSLYN MANOR,1577,9,5.70703868103995
1998,GREEN MOOR,186,0,0
1998,GROVER HEIGHTS,106,1,9.433962264150942
1998,HALYARD PARK,92,0,0
1998,HAMPTON HEIGHTS,2110,10,4.739336492890995
1998,HARAMBEE,2489,22,8.8388911209321
1998,HARBOR VIEW,9,0,0
1998,HARDER'S OAKS,149,1,6.7114093959731544
1998,HAVENWOODS,178,1,5.617977528089887
1998,HAWLEY FARMS,597,1,1.6750418760469012
1998,HAWTHORNE GLEN,123,0,0
1998,HERITAGE HEIGHTS,47,0,0
1998,HIGHWOOD ESTATES,500,2,4
1998,HILLSIDE,40,0,0
1998,HILLTOP PARISH,1,0,0
1998,HISTORIC MITCHELL STREET,1648,8,4.854368932038835
1998,HISTORIC THIRD WARD,1,0,0
1998,HOLLER PARK,166,0,0
1998,HONEY CREEK MANOR,833,1,1.2004801920768307
1998,HONEY CREEK PARKWAY,428,0,0
1998,JACKSON PARK,2383,2,0.839278220730172
1998,JOHNSON'S WOODS,910,1,1.098901098901099
1998,JUNEAU TOWN,293,0,0
1998,KILBOURN TOWN,1,0,0
1998,KING PARK,171,1,5.847953216374268
1998,KOPS PARK,1167,0,0
1998,LAND BANK,19,0,0
1998,LAYTON PARK,1599,9,5.628517823639775
1998,LENOX HEIGHTS,453,6,13.245033112582782
1998,LINCOLN CREEK,1960,21,10.714285714285714
1998,LINCOLN PARK,1419,9,6.342494714587738
1998,LINCOLN VILLAGE,1984,13,6.55241935483871
1998,LINDSAY PARK,1052,2,1.9011406844106464
1998,LITTLE MENOMONEE PARKWAY,265,1,3.7735849056603774
1998,LONG VIEW,911,4,4.390779363336993
1998,LOWER EAST SIDE,1118,1,0.8944543828264758
1998,LYONS PARK,518,1,1.9305019305019306
1998,MACK ACRES,68,0,0
1998,MAITLAND PARK,321,0,0
1998,MAPLE TREE,378,2,5.291005291005291
1998,MARTIN DRIVE,414,3,7.246376811594203
1998,MC GOVERN PARK,1059,8,7.554296506137867
1998,MELODY VIEW,195,0,0
1998,MENOMONEE RIVER HILLS,1825,2,1.095890410958904
1998,MENOMONEE RIVER HILLS EAST,636,4,6.289308176100629
1998,MENOMONEE RIVER VALLEY,3,0,0
1998,MERRILL PARK,533,7,13.133208255159476
1998,METCALFE PARK,590,8,13.559322033898304
1998,MIDTOWN,1247,11,8.821170809943865
1998,MILL VALLEY,329,0,0
1998,MILLER VALLEY,109,0,0
1998,MILWAUKEE RIVER PARKWAY,228,0,0
1998,MITCHELL FIELD,69,0,0
1998,MITCHELL PARK,8,0,0
1998,MITCHELL WEST,871,0,0
1998,MORGAN HEIGHTS,538,1,1.858736059479554
1998,MORGANDALE,2478,7,2.824858757062147
1998,MOUNT MARY,694,0,0
1998,MOUNT OLIVET,56,0,0
1998,MURRAY HILL,638,1,1.567398119122257
1998,MUSKEGO WAY,1901,17,8.942661756970015
1998,"NASH PARK",847,0,0
1998,"NATIONAL PARK",458,0,0
1998,NEW COELN,159,0,0
1998,NORTH DIVISION,1885,9,4.774535809018567
1998,NORTH GRANVILLE,30,0,0
1998,NORTHPOINT,505,0,0
1998,NORTHRIDGE,216,3,13.888888888888888
1998,NORTHRIDGE LAKES,297,1,3.3670033670033668
1998,OLD NORTH MILWAUKEE,3107,38,12.230447376890892
1998,PARK KNOLL,369,2,5.420054200542006
1998,PARK PLACE,33,0,0
1998,PARK VIEW,135,0,0
1998,PARKWAY HILLS,153,0,0
1998,PHEASANT RUN,478,0,0
1998,POLLBER HEIGHTS,73,0,0
1998,POLONIA,1002,2,1.996007984031936
1998,RED OAK HEIGHTS,228,1,4.385964912280701
1998,RIDGEVIEW,88,0,0
1998,RIVER BEND,499,0,0
1998,RIVERSIDE PARK,227,0,0
1998,RIVERTON HEIGHTS,373,0,0
1998,RIVERWEST,2517,5,1.986491855383393
1998,ROLLING GREEN,492,1,2.032520325203252
1998,ROOSEVELT GROVE,1477,10,6.7704807041299935
1998,ROOT CREEK,479,0,0
1998,RUFUS KING,1363,8,5.86940572267058
1998,SAINT JOSEPH,1633,12,7.348438456827924
1998,SAVELAND PARK,587,1,1.7035775127768313
1998,SERVITE WOODS,403,1,2.4813895781637716
1998,SHERMAN PARK,1667,17,10.197960407918417
1998,SILVER CITY,793,2,2.5220680958385877
1998,SILVER SPRING,2463,19,7.714169711733658
1998,SILVER SWAN,397,2,5.037783375314861
1998,SOUTHGATE,474,0,0
1998,SOUTHPOINT,536,1,1.8656716417910448
1998,ST. AMELIAN'S,581,0,0
1998,STORY HILL,513,0,0
1998,SUNSET HEIGHTS,1240,6,4.838709677419355
1998,THE VALLEY / PIGSVILLE,157,1,6.369426751592357
1998,THURSTON WOODS,1169,10,8.554319931565441
1998,TIMMERMAN AIRPORT,51,0,0
1998,TIMMERMAN WEST,956,2,2.092050209205021
1998,TIPPECANOE,2004,3,1.4970059880239521
1998,TOWN & COUNTRY MANOR,605,1,1.6528925619834711
1998,TOWN OF LAKE,1860,5,2.688172043010753
1998,TRIANGLE,107,1,9.345794392523365
1998,TRIANGLE NORTH,201,1,4.975124378109452
1998,TRIPOLI PARK,234,0,0
1998,UPPER EAST SIDE,840,0,0
1998,UPTOWN,1417,15,10.58574453069866
1998,VALHALLA,562,1,1.779359430604982
1998,VALLEY FORGE,54,0,0
1998,VETERANS AFFAIRS,1,0,0
1998,VOGEL PARK,369,2,5.420054200542006
1998,WAHL PARK,847,4,4.7225501770956315
1998,WALKER'S POINT,1187,9,7.582139848357203
1998,WALNUT HILL,476,12,25.210084033613445
1998,WASHINGTON HEIGHTS,1988,8,4.024144869215292
1998,WASHINGTON PARK,1075,23,21.395348837209305
1998,WEDGEWOOD,477,0,0
1998,WEST VIEW,372,0,0
1998,WHISPERING HILLS,213,1,4.694835680751174
1998,WHITE MANOR,580,2,3.4482758620689653
1998,WICK FIELD,160,2,12.5
1998,WILLIAMSBURG,608,1,1.644736842105263
1998,WILSON PARK,635,1,1.574803149606299
1998,WOODLAND COURT,135,0,0
1998,WOODLANDS,626,17,27.156549520766774
1998,WYRICK PARK,236,1,4.237288135593221
1998,YANKEE HILL,166,0,0
1999,ALCOTT PARK,482,0,0
1999,ALVERNO,52,0,0
1999,AMANI,1595,37,23.197492163009404
1999,ARLINGTON GARDENS,736,1,1.358695652173913
1999,ARLINGTON HEIGHTS,1230,11,8.94308943089431
1999,AVENUES WEST,267,6,22.47191011235955
1999,BARAN PARK,88,1,11.363636363636363
1999,BAY VIEW,4973,25,5.027146591594611
1999,BLUEMOUND HEIGHTS,976,2,2.0491803278688527
1999,BORCHERT FIELD,1014,18,17.75147928994083
1999,BRADLEY ESTATES,966,5,5.175983436853002
1999,BREWER'S HILL,336,5,14.88095238095238
1999,BUCHEL PARK,13,0,0
1999,BURNHAM PARK,1336,3,2.245508982035928
1999,CALUMET FARMS,245,1,4.081632653061225
1999,CAMBRIDGE HEIGHTS,474,0,0
1999,CANNON PARK,428,0,0
1999,CAPITOL HEIGHTS,1649,11,6.67070952092177
1999,CASTLE MANOR,722,0,0
1999,CLARKE SQUARE,990,4,4.040404040404041
1999,CLAYTON CREST,533,1,1.876172607879925
1999,CLOCK TOWER ACRES,293,3,10.238907849829351
1999,COLD SPRING PARK,277,4,14.44043321299639
1999,COLLEGE HEIGHTS,373,1,2.680965147453083
1999,COLUMBUS PARK,1118,4,3.5778175313059033
1999,CONCORDIA,182,2,10.989010989010989
1999,COOPER PARK,1208,0,0
1999,COPERNICUS PARK,473,0,0
1999,DINEEN PARK,908,6,6.607929515418502
1999,DOWNER WOODS,635,1,1.574803149606299
1999,DRETZKA PARK,13,0,0
1999,ENDERIS PARK,918,2,2.1786492374727673
1999,ESTABROOK PARK,9,0,0
1999,EUCLID PARK,431,0,0
1999,FAIR PARK,421,0,0
1999,FAIRFIELD,332,5,15.060240963855422
1999,FAIRVIEW,1380,3,2.1739130434782608
1999,FERNWOOD,1050,2,1.9047619047619047
1999,FLORIST HIGHLANDS,267,0,0
1999,FOREST HOME HILLS,768,5,6.510416666666667
1999,FRANKLIN HEIGHTS,2210,34,15.384615384615385
1999,FREEDOM VILLAGE,14,0,0
1999,GARDEN HOMES,598,10,16.72240802675585
1999,GOLDEN GATE,266,0,0
1999,GOLDEN VALLEY,1060,1,0.9433962264150944
1999,GOLDMAN PARK,524,0,0
1999,GRA-RAM,478,0,0
1999,GRACELAND,780,1,1.2820512820512822
1999,GRANTOSA,357,0,0
1999,GRANVILLE STATION,249,1,4.016064257028112
1999,GRANVILLE WOODS,2,0,0
1999,GRASSLYN MANOR,1577,11,6.975269499048827
1999,GREEN MOOR,186,1,5.376344086021506
1999,GROVER HEIGHTS,106,1,9.433962264150942
1999,HALYARD PARK,88,0,0
1999,HAMPTON HEIGHTS,2110,21,9.95260663507109
1999,HARAMBEE,2478,40,16.142050040355123
1999,HARBOR VIEW,9,0,0
1999,HARDER'S OAKS,149,0,0
1999,HAVENWOODS,178,2,11.235955056179774
1999,HAWLEY FARMS,597,0,0
1999,HAWTHORNE GLEN,123,1,8.130081300813009
1999,HERITAGE HEIGHTS,54,0,0
1999,HIGHWOOD ESTATES,500,0,0
1999,HILLSIDE,40,0,0
1999,HILLTOP PARISH,2,0,0
1999,HISTORIC MITCHELL STREET,1649,24,14.554275318374772
1999,HISTORIC THIRD WARD,1,0,0
1999,HOLLER PARK,166,0,0
1999,HONEY CREEK MANOR,833,0,0
1999,HONEY CREEK PARKWAY,428,0,0
1999,JACKSON PARK,2383,1,0.419639110365086
1999,JOHNSON'S WOODS,911,2,2.1953896816684964
1999,JUNEAU TOWN,291,0,0
1999,KILBOURN TOWN,2,0,0
1999,KING PARK,167,4,23.952095808383234
1999,KOPS PARK,1168,1,0.8561643835616438
1999,LAND BANK,19,0,0
1999,LAYTON PARK,1598,7,4.380475594493117
1999,LENOX HEIGHTS,453,1,2.207505518763797
1999,LINCOLN CREEK,1958,22,11.235955056179774
1999,LINCOLN PARK,1420,11,7.746478873239437
1999,LINCOLN VILLAGE,1986,27,13.595166163141993
1999,LINDSAY PARK,1052,3,2.8517110266159698
1999,LITTLE MENOMONEE PARKWAY,266,1,3.7593984962406015
1999,LONG VIEW,911,3,3.293084522502744
1999,LOWER EAST SIDE,1113,0,0
1999,LYONS PARK,518,0,0
1999,MACK ACRES,68,0,0
1999,MAITLAND PARK,321,1,3.115264797507788
1999,MAPLE TREE,380,20,52.63157894736842
1999,MARTIN DRIVE,414,0,0
1999,MC GOVERN PARK,1059,11,10.387157695939566
1999,MELODY VIEW,198,1,5.050505050505051
1999,MENOMONEE RIVER HILLS,1827,5,2.736726874657909
1999,MENOMONEE RIVER HILLS EAST,636,1,1.5723270440251573
1999,MENOMONEE RIVER VALLEY,3,0,0
1999,MERRILL PARK,528,5,9.46969696969697
1999,METCALFE PARK,583,18,30.874785591766724
1999,MIDTOWN,1248,19,15.224358974358974
1999,MILL VALLEY,329,0,0
1999,MILLER VALLEY,109,0,0
1999,MILWAUKEE RIVER PARKWAY,228,0,0
1999,MITCHELL FIELD,68,0,0
1999,MITCHELL PARK,8,0,0
1999,MITCHELL WEST,871,0,0
1999,MORGAN HEIGHTS,538,0,0
1999,MORGANDALE,2478,6,2.4213075060532687
1999,MOUNT MARY,694,0,0
1999,MOUNT OLIVET,56,0,0
1999,MURRAY HILL,637,0,0
1999,MUSKEGO WAY,1899,29,15.271195365982097
1999,"NASH PARK",847,4,4.7225501770956315
1999,"NATIONAL PARK",458,3,6.550218340611353
1999,NEW COELN,159,0,0
1999,NORTH DIVISION,1861,24,12.896292315959162
1999,NORTH GRANVILLE,31,0,0
1999,NORTHPOINT,504,0,0
1999,NORTHRIDGE,217,4,18.433179723502302
1999,NORTHRIDGE LAKES,297,0,0
1999,OLD NORTH MILWAUKEE,3103,51,16.43570737995488
1999,PARK KNOLL,374,1,2.6737967914438503
1999,PARK PLACE,33,0,0
1999,PARK VIEW,135,0,0
1999,PARKWAY HILLS,153,0,0
1999,PHEASANT RUN,477,1,2.0964360587002098
1999,POLLBER HEIGHTS,73,1,13.698630136986301
1999,POLONIA,1004,1,0.9960159362549801
1999,RED OAK HEIGHTS,229,0,0
1999,RIDGEVIEW,88,0,0
1999,RIVER BEND,499,1,2.004008016032064
1999,RIVERSIDE PARK,227,0,0
1999,RIVERTON HEIGHTS,380,0,0
1999,RIVERWEST,2517,13,5.164878823996822
1999,ROLLING GREEN,492,0,0
1999,ROOSEVELT GROVE,1475,17,11.52542372881356
1999,ROOT CREEK,479,0,0
1999,RUFUS KING,1365,11,8.05860805860806
1999,SAINT JOSEPH,1633,7,4.28658909981629
1999,SAVELAND PARK,588,1,1.7006802721088434
1999,SERVITE WOODS,403,1,2.4813895781637716
1999,SHERMAN PARK,1666,22,13.205282112845138
1999,SILVER CITY,794,5,6.297229219143577
1999,SILVER SPRING,2464,32,12.987012987012989
1999,SILVER SWAN,397,6,15.113350125944583
1999,SOUTHGATE,474,0,0
1999,SOUTHPOINT,536,1,1.8656716417910448
1999,ST. AMELIAN'S,581,1,1.721170395869191
1999,STORY HILL,513,0,0
1999,SUNSET HEIGHTS,1240,10,8.064516129032258
1999,THE VALLEY / PIGSVILLE,157,2,12.738853503184714
1999,THURSTON WOODS,1171,8,6.831767719897523
1999,TIMMERMAN AIRPORT,51,0,0
1999,TIMMERMAN WEST,957,3,3.134796238244514
1999,TIPPECANOE,2004,7,3.493013972055888
1999,TOWN & COUNTRY MANOR,606,0,0
1999,TOWN OF LAKE,1859,4,2.151694459386767
1999,TRIANGLE,102,0,0
1999,TRIANGLE NORTH,193,2,10.362694300518134
1999,TRIPOLI PARK,234,2,8.547008547008549
1999,UPPER EAST SIDE,841,0,0
1999,UPTOWN,1415,16,11.307420494699645
1999,VALHALLA,562,2,3.558718861209964
1999,VALLEY FORGE,54,0,0
1999,VETERANS AFFAIRS,1,0,0
1999,VOGEL PARK,369,2,5.420054200542006
1999,WAHL PARK,845,8,9.467455621301776
1999,WALKER'S POINT,1183,5,4.22654268808115
1999,WALNUT HILL,474,13,27.426160337552744
1999,WASHINGTON HEIGHTS,1989,5,2.5138260432378083
1999,WASHINGTON PARK,1061,26,24.505183788878416
1999,WEDGEWOOD,477,0,0
1999,WEST VIEW,372,0,0
1999,WHISPERING HILLS,213,0,0
1999,WHITE MANOR,581,0,0
1999,WICK FIELD,160,2,12.5
1999,WILLIAMSBURG,606,17,28.05280528052805
1999,WILSON PARK,637,0,0
1999,WOODLAND COURT,135,0,0
1999,WOODLANDS,626,19,30.35143769968051
1999,WYRICK PARK,236,1,4.237288135593221
1999,YANKEE HILL,166,0,0
2000,ALCOTT PARK,482,0,0
2000,ALVERNO,52,0,0
2000,AMANI,1585,27,17.034700315457414
2000,ARLINGTON GARDENS,736,2,2.717391304347826
2000,ARLINGTON HEIGHTS,1230,15,12.195121951219512
2000,AVENUES WEST,268,2,7.462686567164179
2000,BARAN PARK,88,0,0
2000,BAY VIEW,4973,8,1.6086869093102756
2000,BLUEMOUND HEIGHTS,976,0,0
2000,BORCHERT FIELD,1011,17,16.81503461918892
2000,BRADLEY ESTATES,965,12,12.435233160621761
2000,BREWER'S HILL,337,1,2.967359050445104
2000,BUCHEL PARK,13,0,0
2000,BURNHAM PARK,1337,6,4.487658937920718
2000,CALUMET FARMS,247,1,4.048582995951417
2000,CAMBRIDGE HEIGHTS,474,0,0
2000,CANNON PARK,430,0,0
2000,CAPITOL HEIGHTS,1650,10,6.0606060606060606
2000,CASTLE MANOR,729,0,0
2000,CLARKE SQUARE,992,12,12.096774193548386
2000,CLAYTON CREST,533,0,0
2000,CLOCK TOWER ACRES,291,1,3.4364261168384878
2000,COLD SPRING PARK,277,4,14.44043321299639
2000,COLLEGE HEIGHTS,373,0,0
2000,COLUMBUS PARK,1119,5,4.468275245755138
2000,CONCORDIA,185,1,5.405405405405405
2000,COOPER PARK,1208,0,0
2000,COPERNICUS PARK,472,0,0
2000,DINEEN PARK,908,9,9.911894273127754
2000,DOWNER WOODS,636,0,0
2000,DRETZKA PARK,13,0,0
2000,ENDERIS PARK,918,2,2.1786492374727673
2000,ESTABROOK PARK,9,0,0
2000,EUCLID PARK,431,0,0
2000,FAIR PARK,421,0,0
2000,FAIRFIELD,332,6,18.072289156626507
2000,FAIRVIEW,1381,0,0
2000,FERNWOOD,1051,0,0
2000,FLORIST HIGHLANDS,270,1,3.7037037037037037
2000,FOREST HOME HILLS,768,13,16.927083333333332
2000,FRANKLIN HEIGHTS,2202,35,15.89464123524069
2000,FREEDOM VILLAGE,14,0,0
2000,GARDEN HOMES,599,3,5.0083472454090145
2000,GOLDEN GATE,266,1,3.7593984962406015
2000,GOLDEN VALLEY,1060,2,1.8867924528301887
2000,GOLDMAN PARK,524,1,1.9083969465648853
2000,GRA-RAM,478,1,2.092050209205021
2000,GRACELAND,780,7,8.974358974358974
2000,GRANTOSA,357,2,5.602240896358543
2000,GRANVILLE STATION,249,3,12.048192771084338
2000,GRANVILLE WOODS,2,0,0
2000,GRASSLYN MANOR,1577,9,5.70703868103995
2000,GREEN MOOR,186,0,0
2000,GROVER HEIGHTS,104,1,9.615384615384617
2000,HALYARD PARK,89,0,0
2000,HAMPTON HEIGHTS,2113,24,11.358258400378608
2000,HARAMBEE,2447,47,19.20719248058848
2000,HARBOR VIEW,7,0,0
2000,HARDER'S OAKS,149,0,0
2000,HAVENWOODS,178,1,5.617977528089887
2000,HAWLEY FARMS,597,0,0
2000,HAWTHORNE GLEN,123,0,0
2000,HERITAGE HEIGHTS,62,0,0
2000,HIGHWOOD ESTATES,500,0,0
2000,HILLSIDE,40,0,0
2000,HILLTOP PARISH,2,0,0
2000,HISTORIC MITCHELL STREET,1639,17,10.372178157413057
2000,HISTORIC THIRD WARD,1,0,0
2000,HOLLER PARK,166,0,0
2000,HONEY CREEK MANOR,833,1,1.2004801920768307
2000,HONEY CREEK PARKWAY,428,0,0
2000,JACKSON PARK,2383,4,1.678556441460344
2000,JOHNSON'S WOODS,911,5,5.488474204171241
2000,JUNEAU TOWN,291,0,0
2000,KILBOURN TOWN,2,0,0
2000,KING PARK,164,1,6.097560975609756
2000,KOPS PARK,1168,2,1.7123287671232876
2000,LAND BANK,19,0,0
2000,LAYTON PARK,1598,9,5.632040050062578
2000,LENOX HEIGHTS,453,1,2.207505518763797
2000,LINCOLN CREEK,1959,19,9.698825931597753
2000,LINCOLN PARK,1420,9,6.338028169014085
2000,LINCOLN VILLAGE,1986,17,8.559919436052366
2000,LINDSAY PARK,1052,3,2.8517110266159698
2000,LITTLE MENOMONEE PARKWAY,266,0,0
2000,LONG VIEW,911,2,2.1953896816684964
2000,LOWER EAST SIDE,1107,1,0.9033423667570009
2000,LYONS PARK,520,1,1.9230769230769231
2000,MACK ACRES,69,0,0
2000,MAITLAND PARK,320,0,0
2000,MAPLE TREE,381,15,39.37007874015748
2000,MARTIN DRIVE,414,1,2.4154589371980677
2000,MC GOVERN PARK,1059,7,6.610009442870632
2000,MELODY VIEW,198,0,0
2000,MENOMONEE RIVER HILLS,1831,5,2.7307482250136537
2000,MENOMONEE RIVER HILLS EAST,636,4,6.289308176100629
2000,MENOMONEE RIVER VALLEY,3,0,0
2000,MERRILL PARK,527,10,18.975332068311193
2000,METCALFE PARK,570,11,19.29824561403509
2000,MIDTOWN,1239,16,12.9136400322841
2000,MILL VALLEY,329,0,0
2000,MILLER VALLEY,109,3,27.522935779816514
2000,MILWAUKEE RIVER PARKWAY,228,1,4.385964912280701
2000,MITCHELL FIELD,64,0,0
2000,MITCHELL PARK,8,0,0
2000,MITCHELL WEST,870,2,2.2988505747126435
2000,MORGAN HEIGHTS,539,2,3.7105751391465676
2000,MORGANDALE,2478,3,1.2106537530266344
2000,MOUNT MARY,695,1,1.4388489208633093
2000,MOUNT OLIVET,56,0,0
2000,MURRAY HILL,637,0,0
2000,MUSKEGO WAY,1894,15,7.91974656810982
2000,"NASH PARK",847,1,1.1806375442739079
2000,"NATIONAL PARK",459,4,8.71459694989107
2000,NEW COELN,159,1,6.289308176100629
2000,NORTH DIVISION,1858,22,11.840688912809473
2000,NORTH GRANVILLE,31,0,0
2000,NORTHPOINT,503,0,0
2000,NORTHRIDGE,217,3,13.82488479262673
2000,NORTHRIDGE LAKES,297,0,0
2000,OLD NORTH MILWAUKEE,3105,61,19.645732689210952
2000,PARK KNOLL,377,2,5.305039787798409
2000,PARK PLACE,33,0,0
2000,PARK VIEW,135,1,7.407407407407407
2000,PARKWAY HILLS,153,0,0
2000,PHEASANT RUN,477,2,4.1928721174004195
2000,POLLBER HEIGHTS,73,0,0
2000,POLONIA,1003,9,8.97308075772682
2000,RED OAK HEIGHTS,229,1,4.366812227074235
2000,RIDGEVIEW,88,2,22.727272727272727
2000,RIVER BEND,499,0,0
2000,RIVERSIDE PARK,227,1,4.405286343612335
2000,RIVERTON HEIGHTS,390,2,5.128205128205129
2000,RIVERWEST,2516,14,5.5643879173290935
2000,ROLLING GREEN,492,0,0
2000,ROOSEVELT GROVE,1475,18,12.203389830508474
2000,ROOT CREEK,479,0,0
2000,RUFUS KING,1365,10,7.326007326007326
2000,SAINT JOSEPH,1634,14,8.567931456548347
2000,SAVELAND PARK,587,0,0
2000,SERVITE WOODS,403,2,4.962779156327543
2000,SHERMAN PARK,1659,40,24.110910186859556
2000,SILVER CITY,793,2,2.5220680958385877
2000,SILVER SPRING,2464,30,12.175324675324676
2000,SILVER SWAN,397,1,2.5188916876574305
2000,SOUTHGATE,474,1,2.109704641350211
2000,SOUTHPOINT,536,1,1.8656716417910448
2000,ST. AMELIAN'S,581,0,0
2000,STORY HILL,513,1,1.949317738791423
2000,SUNSET HEIGHTS,1240,11,8.870967741935484
2000,THE VALLEY / PIGSVILLE,157,1,6.369426751592357
2000,THURSTON WOODS,1171,11,9.393680614859093
2000,TIMMERMAN AIRPORT,51,1,19.607843137254903
2000,TIMMERMAN WEST,957,2,2.0898641588296765
2000,TIPPECANOE,2004,2,0.998003992015968
2000,TOWN & COUNTRY MANOR,607,6,9.884678747940692
2000,TOWN OF LAKE,1860,8,4.301075268817204
2000,TRIANGLE,95,1,10.526315789473683
2000,TRIANGLE NORTH,197,4,20.30456852791878
2000,TRIPOLI PARK,234,1,4.273504273504274
2000,UPPER EAST SIDE,840,0,0
2000,UPTOWN,1415,38,26.85512367491166
2000,VALHALLA,563,4,7.104795737122558
2000,VALLEY FORGE,54,0,0
2000,VETERANS AFFAIRS,1,0,0
2000,VOGEL PARK,370,2,5.405405405405405
2000,WAHL PARK,844,8,9.47867298578199
2000,WALKER'S POINT,1185,10,8.438818565400844
2000,WALNUT HILL,465,12,25.806451612903224
2000,WASHINGTON HEIGHTS,1988,8,4.024144869215292
2000,WASHINGTON PARK,1040,30,28.846153846153847
2000,WEDGEWOOD,477,1,2.0964360587002098
2000,WEST VIEW,372,0,0
2000,WHISPERING HILLS,213,0,0
2000,WHITE MANOR,581,2,3.442340791738382
2000,WICK FIELD,161,0,0
2000,WILLIAMSBURG,604,15,24.834437086092713
2000,WILSON PARK,638,1,1.567398119122257
2000,WOODLAND COURT,135,0,0
2000,WOODLANDS,625,26,41.6
2000,WYRICK PARK,236,1,4.237288135593221
2000,YANKEE HILL,163,0,0
2001,ALCOTT PARK,482,0,0
2001,ALVERNO,53,0,0
2001,AMANI,1555,33,21.22186495176849
2001,ARLINGTON GARDENS,736,1,1.358695652173913
2001,ARLINGTON HEIGHTS,1227,17,13.854930725346373
2001,AVENUES WEST,269,1,3.717472118959108
2001,BARAN PARK,88,0,0
2001,BAY VIEW,4971,10,2.011667672500503
2001,BLUEMOUND HEIGHTS,975,1,1.0256410256410255
2001,BORCHERT FIELD,1005,15,14.925373134328359
2001,BRADLEY ESTATES,964,6,6.224066390041493
2001,BREWER'S HILL,338,1,2.9585798816568047
2001,BUCHEL PARK,13,0,0
2001,BURNHAM PARK,1337,6,4.487658937920718
2001,CALUMET FARMS,252,0,0
2001,CAMBRIDGE HEIGHTS,474,0,0
2001,CANNON PARK,429,0,0
2001,CAPITOL HEIGHTS,1650,6,3.6363636363636362
2001,CASTLE MANOR,739,0,0
2001,CLARKE SQUARE,991,14,14.127144298688194
2001,CLAYTON CREST,532,0,0
2001,CLOCK TOWER ACRES,290,2,6.896551724137931
2001,COLD SPRING PARK,279,7,25.089605734767026
2001,COLLEGE HEIGHTS,373,0,0
2001,COLUMBUS PARK,1119,6,5.361930294906166
2001,CONCORDIA,185,2,10.81081081081081
2001,COOPER PARK,1208,1,0.8278145695364238
2001,COPERNICUS PARK,473,1,2.1141649048625792
2001,DINEEN PARK,909,5,5.500550055005501
2001,DOWNER WOODS,635,0,0
2001,DRETZKA PARK,13,0,0
2001,ENDERIS PARK,918,0,0
2001,ESTABROOK PARK,9,0,0
2001,EUCLID PARK,431,0,0
2001,FAIR PARK,421,0,0
2001,FAIRFIELD,332,6,18.072289156626507
2001,FAIRVIEW,1382,1,0.723589001447178
2001,FERNWOOD,1051,2,1.9029495718363465
2001,FLORIST HIGHLANDS,274,1,3.6496350364963503
2001,FOREST HOME HILLS,767,11,14.341590612777052
2001,FRANKLIN HEIGHTS,2198,31,14.103730664240219
2001,FREEDOM VILLAGE,14,0,0
2001,GARDEN HOMES,596,5,8.389261744966444
2001,GOLDEN GATE,266,0,0
2001,GOLDEN VALLEY,1060,4,3.7735849056603774
2001,GOLDMAN PARK,524,0,0
2001,GRA-RAM,478,0,0
2001,GRACELAND,775,8,10.32258064516129
2001,GRANTOSA,357,0,0
2001,GRANVILLE STATION,249,2,8.032128514056224
2001,GRANVILLE WOODS,2,0,0
2001,GRASSLYN MANOR,1575,9,5.714285714285714
2001,GREEN MOOR,186,0,0
2001,GROVER HEIGHTS,103,1,9.70873786407767
2001,HALYARD PARK,88,3,34.090909090909086
2001,HAMPTON HEIGHTS,2110,15,7.109004739336492
2001,HARAMBEE,2436,36,14.778325123152708
2001,HARBOR VIEW,7,0,0
2001,HARDER'S OAKS,149,0,0
2001,HAVENWOODS,178,3,16.853932584269664
2001,HAWLEY FARMS,597,5,8.375209380234505
2001,HAWTHORNE GLEN,123,1,8.130081300813009
2001,HERITAGE HEIGHTS,77,1,12.987012987012989
2001,HIGHWOOD ESTATES,500,0,0
2001,HILLSIDE,40,0,0
2001,HILLTOP PARISH,1,0,0
2001,HISTORIC MITCHELL STREET,1628,24,14.742014742014742
2001,HISTORIC THIRD WARD,1,1,1000
2001,HOLLER PARK,166,1,6.024096385542169
2001,HONEY CREEK MANOR,833,1,1.2004801920768307
2001,HONEY CREEK PARKWAY,428,0,0
2001,JACKSON PARK,2384,3,1.2583892617449663
2001,JOHNSON'S WOODS,912,3,3.289473684210526
2001,JUNEAU TOWN,247,0,0
2001,KILBOURN TOWN,2,0,0
2001,KING PARK,162,1,6.172839506172839
2001,KOPS PARK,1169,1,0.8554319931565441
2001,LAND BANK,19,0,0
2001,LAYTON PARK,1600,2,1.25
2001,LENOX HEIGHTS,453,1,2.207505518763797
2001,LINCOLN CREEK,1959,19,9.698825931597753
2001,LINCOLN PARK,1420,18,12.67605633802817
2001,LINCOLN VILLAGE,1988,27,13.58148893360161
2001,LINDSAY PARK,1054,3,2.846299810246679
2001,LITTLE MENOMONEE PARKWAY,266,1,3.7593984962406015
2001,LONG VIEW,911,5,5.488474204171241
2001,LOWER EAST SIDE,1103,4,3.626473254759746
2001,LYONS PARK,521,0,0
2001,MACK ACRES,69,0,0
2001,MAITLAND PARK,320,1,3.125
2001,MAPLE TREE,382,19,49.738219895287955
2001,MARTIN DRIVE,412,4,9.70873786407767
2001,MC GOVERN PARK,1058,15,14.177693761814744
2001,MELODY VIEW,198,0,0
